school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,22.0,U,GT3,T,3,4,teacher,health,course,mother,2,2,1,yes,no,yes,no,no,yes,no,yes,4,2,3,4,1,3,42,12,15,19.0
MS,M,16.0,U,LE3,T,1,4,services,services,reputation,mother,1,2,2,yes,yes,no,yes,yes,no,no,no,3,1,5,5,1,1,39,10,3,11.0
GP,F,16.0,U,LE3,A,2,3,at_home,health,reputation,father,3,3,0,yes,no,yes,no,no,no,yes,yes,1,2,4,4,2,4,92,16,14,9.0
GP,M,19.0,U,LE3,A,3,1,teacher,health,other,mother,4,2,2,yes,no,no,no,yes,no,yes,yes,2,2,4,1,4,4,91,20,19,18.0
MS,M,20.0,U,LE3,T,1,2,health,teacher,other,other,3,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,5,1,65,1,19,11.0
MS,F,20.0,U,LE3,T,1,3,other,services,course,mother,4,2,3,no,yes,no,yes,no,no,yes,no,1,5,5,1,4,2,49,11,20,18.0
MS,F,21.0,R,GT3,T,1,0,other,services,course,father,2,1,1,no,no,yes,yes,no,no,yes,no,4,3,2,4,2,3,48,9,13,17.0
MS,M,16.0,R,GT3,A,2,2,other,health,home,mother,2,4,1,no,no,yes,no,no,yes,no,yes,4,2,5,4,1,2,29,14,5,11.0
MS,M,19.0,R,LE3,T,3,2,at_home,services,other,other,4,2,1,yes,yes,yes,yes,yes,yes,yes,no,5,1,2,1,4,4,23,1,2,13.0
MS,F,16.0,R,GT3,T,2,0,health,at_home,course,other,1,3,1,no,yes,yes,no,no,no,yes,no,4,2,3,2,3,2,49,7,19,2.0
MS,F,15.0,U,GT3,T,1,4,at_home,at_home,home,father,2,3,3,no,no,no,no,no,no,no,no,5,1,4,1,4,1,44,3,10,18.0
MS,F,21.0,R,GT3,A,3,1,health,services,home,other,4,3,3,no,yes,yes,no,no,yes,no,no,5,4,1,4,4,1,58,11,14,13.0
MS,M,22.0,U,LE3,T,3,2,services,services,reputation,mother,4,3,1,yes,yes,yes,no,no,yes,no,yes,2,4,3,1,5,3,13,13,10,17.0
MS,M,22.0,R,GT3,T,3,4,other,health,home,father,3,1,0,no,yes,yes,no,no,no,yes,yes,2,1,3,2,4,5,68,4,18,13.0
GP,M,20.0,U,LE3,T,4,1,teacher,at_home,course,father,4,1,2,yes,yes,no,yes,yes,no,no,no,1,2,4,4,1,3,5,4,4,14.0
MS,M,18.0,U,GT3,T,4,1,health,services,course,father,1,1,1,yes,yes,yes,yes,no,no,no,yes,2,4,2,2,3,1,45,14,1,0.0
MS,F,15.0,R,LE3,T,2,2,teacher,teacher,other,father,1,3,2,yes,no,yes,yes,no,no,yes,yes,1,3,5,2,3,1,69,5,16,5.0
GP,F,22.0,R,LE3,T,1,1,services,teacher,reputation,other,4,4,1,no,no,yes,no,no,yes,no,no,5,5,3,4,3,1,59,9,10,11.0
MS,M,19.0,R,LE3,T,1,3,teacher,other,other,father,3,2,2,no,no,yes,no,no,yes,no,yes,3,3,3,2,4,1,7,17,16,15.0
GP,M,15.0,R,LE3,T,4,1,health,health,home,father,1,4,2,yes,no,yes,no,no,yes,no,yes,2,1,2,2,4,1,53,19,4,11.0
GP,F,17.0,U,LE3,T,3,2,health,other,reputation,mother,2,3,3,yes,yes,yes,yes,yes,no,no,yes,4,3,1,5,4,5,73,9,1,3.0
MS,M,21.0,R,GT3,A,3,2,teacher,at_home,other,other,2,1,1,no,no,yes,no,yes,yes,no,yes,1,1,2,1,1,3,34,12,5,17.0
MS,M,17.0,U,LE3,T,3,2,other,services,home,other,2,4,0,yes,no,no,no,no,yes,yes,yes,4,2,5,3,4,3,93,4,12,7.0
GP,F,17.0,R,LE3,A,2,0,at_home,teacher,home,father,4,4,2,no,no,no,no,yes,no,no,no,2,3,4,2,1,1,80,2,17,16.0
GP,F,15.0,R,GT3,T,2,1,at_home,health,home,father,3,1,0,no,yes,no,yes,no,yes,no,yes,4,4,4,5,3,3,13,20,5,12.0
MS,M,20.0,R,LE3,A,3,1,at_home,services,home,mother,3,4,2,no,yes,yes,yes,no,no,no,no,1,3,4,5,2,4,28,18,1,15.0
GP,F,22.0,R,LE3,T,1,3,other,services,reputation,mother,3,1,1,yes,yes,yes,no,yes,no,yes,yes,3,1,1,2,3,3,33,8,3,11.0
MS,F,18.0,U,GT3,T,4,1,health,services,other,mother,1,2,2,yes,yes,yes,yes,no,no,no,yes,1,2,2,5,5,2,90,4,17,3.0
MS,M,21.0,U,GT3,T,3,4,health,services,other,other,1,3,2,no,no,no,no,yes,no,no,no,4,2,5,4,1,5,44,11,11,0.0
MS,F,16.0,R,GT3,T,2,2,services,at_home,other,mother,1,1,1,no,no,no,yes,no,no,yes,yes,2,2,3,5,3,2,69,18,10,10.0
GP,M,21.0,U,LE3,A,2,2,at_home,at_home,reputation,father,1,2,2,yes,no,yes,no,no,yes,no,yes,3,4,5,4,1,3,30,19,9,2.0
MS,M,21.0,R,LE3,A,4,1,other,health,course,other,1,4,2,yes,no,no,yes,yes,no,yes,yes,1,2,3,2,3,2,47,1,19,3.0
MS,M,20.0,R,LE3,A,0,3,health,at_home,other,mother,4,2,3,no,no,yes,yes,no,no,no,no,5,2,4,2,2,1,14,6,0,6.0
GP,M,18.0,U,GT3,A,3,4,health,at_home,other,mother,3,3,3,yes,yes,yes,yes,yes,no,yes,no,4,2,3,2,3,1,12,16,11,2.0
GP,F,17.0,R,LE3,T,4,0,other,at_home,other,other,2,3,1,no,yes,no,yes,no,no,yes,no,5,3,5,3,4,4,40,2,0,19.0
MS,M,17.0,R,GT3,T,1,1,teacher,at_home,reputation,father,4,2,2,no,yes,yes,yes,yes,yes,no,no,2,3,4,5,2,2,68,12,15,14.0
GP,M,16.0,U,LE3,A,0,0,services,health,other,other,2,2,2,no,no,yes,yes,yes,no,no,no,3,5,5,3,3,5,76,8,3,1.0
MS,F,18.0,U,GT3,A,3,1,at_home,other,other,father,1,3,3,yes,no,yes,no,yes,yes,yes,yes,3,2,3,1,5,4,58,2,14,19.0
GP,M,22.0,R,LE3,T,3,3,other,health,home,father,1,1,2,no,no,no,yes,no,yes,yes,no,3,4,1,1,3,4,5,20,4,7.0
GP,F,22.0,R,GT3,T,0,1,other,teacher,reputation,other,1,4,2,no,yes,yes,yes,yes,no,yes,yes,1,5,2,1,3,1,34,20,1,18.0
MS,M,20.0,U,LE3,T,0,4,services,health,reputation,mother,1,1,3,no,yes,no,no,yes,no,yes,no,2,4,4,2,2,5,8,9,8,17.0
GP,M,17.0,U,GT3,A,1,3,at_home,health,other,father,3,1,1,no,yes,yes,no,yes,yes,no,yes,5,2,5,3,1,4,13,10,3,7.0
MS,M,15.0,R,GT3,T,1,4,services,other,reputation,father,1,1,1,no,yes,yes,no,no,yes,no,no,1,5,5,1,4,3,5,5,16,20.0
GP,M,22.0,R,GT3,A,4,2,at_home,health,course,father,3,4,2,no,yes,yes,yes,no,yes,yes,no,5,5,2,4,3,4,10,20,15,0.0
MS,F,15.0,R,LE3,A,0,2,at_home,other,home,other,1,3,2,no,yes,yes,yes,yes,yes,no,no,1,2,2,4,3,4,43,15,6,0.0
MS,M,19.0,U,LE3,A,1,0,at_home,services,home,father,3,3,2,no,no,yes,yes,yes,yes,no,no,1,1,4,2,3,3,55,6,14,12.0
MS,M,19.0,U,GT3,T,2,2,health,health,reputation,mother,3,2,0,yes,no,yes,yes,no,no,no,yes,1,2,4,1,3,4,56,6,11,1.0
GP,M,19.0,R,GT3,T,3,4,health,services,other,father,4,1,0,yes,yes,yes,no,yes,no,yes,no,3,4,2,2,2,3,69,12,0,5.0
MS,M,20.0,U,GT3,A,4,4,teacher,at_home,other,mother,2,3,1,yes,yes,no,no,no,yes,no,yes,3,3,2,1,5,2,29,10,5,15.0
MS,M,17.0,R,GT3,T,3,1,services,at_home,home,father,1,4,1,yes,yes,no,yes,yes,no,yes,no,3,4,5,4,5,3,29,12,9,7.0
GP,F,21.0,R,GT3,T,1,4,other,services,course,other,3,2,3,yes,no,no,no,yes,no,no,no,2,2,2,4,3,2,70,0,2,12.0
GP,F,19.0,R,GT3,T,3,1,health,health,home,other,2,3,3,yes,yes,no,yes,no,no,no,no,2,2,5,1,2,1,59,7,11,5.0
GP,M,21.0,R,GT3,A,4,0,teacher,at_home,home,other,3,3,0,yes,no,no,no,yes,no,yes,no,1,1,2,1,4,3,68,0,17,5.0
MS,F,15.0,U,GT3,T,2,1,other,services,other,mother,3,2,3,no,yes,no,yes,yes,no,yes,yes,3,5,3,5,1,4,75,6,20,16.0
MS,F,17.0,U,LE3,T,3,2,teacher,other,home,other,3,1,3,no,no,yes,no,yes,no,no,yes,4,2,3,5,1,5,72,12,17,5.0
GP,F,22.0,R,LE3,T,2,1,at_home,other,home,other,4,4,1,yes,yes,no,yes,yes,yes,no,no,3,1,1,1,4,2,91,7,13,4.0
GP,M,20.0,U,GT3,T,1,3,health,services,course,mother,4,4,2,yes,yes,yes,no,no,yes,yes,yes,2,5,3,5,5,4,47,12,9,2.0
MS,M,22.0,R,GT3,T,4,4,at_home,health,other,father,3,3,3,yes,yes,yes,yes,yes,yes,no,no,1,5,2,5,5,2,70,20,2,14.0
MS,F,18.0,U,LE3,A,0,1,at_home,other,other,father,4,1,0,no,yes,no,yes,yes,no,yes,no,3,5,4,3,5,5,52,16,3,3.0
GP,M,16.0,R,LE3,A,3,2,teacher,other,home,father,1,3,3,no,no,yes,no,no,yes,yes,no,2,5,5,5,4,3,26,10,18,1.0
GP,M,18.0,R,LE3,T,1,1,health,services,home,mother,1,1,0,no,yes,no,no,no,no,no,yes,5,1,5,3,2,1,10,10,14,0.0
GP,M,19.0,U,LE3,T,1,1,other,health,other,mother,2,4,0,yes,yes,no,yes,yes,no,yes,yes,4,4,1,5,2,5,75,0,2,8.0
GP,F,18.0,R,GT3,T,2,3,at_home,health,other,other,1,1,3,yes,no,yes,no,no,yes,no,yes,1,3,5,4,2,4,3,3,9,5.0
MS,F,17.0,U,GT3,T,1,1,health,other,home,mother,1,2,0,yes,no,yes,no,no,no,yes,no,1,4,2,3,4,5,6,10,11,6.0
MS,F,15.0,R,GT3,A,0,2,health,health,home,father,4,3,2,no,no,yes,no,yes,yes,no,yes,1,1,1,3,3,5,51,6,3,0.0
MS,M,15.0,U,LE3,T,4,3,services,services,reputation,other,4,2,0,no,no,no,yes,no,no,no,no,3,1,2,5,3,2,72,7,16,18.0
GP,F,19.0,U,LE3,T,3,1,health,other,course,other,3,2,2,yes,no,no,no,yes,no,yes,no,3,1,1,5,3,5,50,3,15,3.0
MS,M,21.0,R,LE3,A,2,0,services,teacher,home,other,4,4,3,no,no,yes,no,yes,no,yes,yes,4,2,1,5,1,5,93,7,13,20.0
MS,F,20.0,U,GT3,A,1,0,other,at_home,other,other,1,3,3,yes,no,yes,yes,yes,yes,yes,no,2,2,4,5,2,4,70,4,15,9.0
MS,F,22.0,R,LE3,T,3,2,other,services,home,other,2,2,2,no,no,yes,yes,no,yes,no,yes,4,4,4,4,2,4,15,9,17,4.0
MS,F,19.0,R,LE3,T,2,1,other,other,reputation,father,3,2,1,no,yes,no,yes,no,no,yes,yes,1,1,3,1,5,3,0,9,19,17.0
GP,F,16.0,R,LE3,T,4,3,teacher,services,other,mother,3,2,2,yes,no,yes,no,yes,no,no,yes,2,3,5,3,1,5,72,0,20,15.0
GP,F,17.0,U,LE3,T,3,0,health,other,reputation,father,1,2,1,yes,yes,yes,yes,no,yes,yes,no,5,5,4,2,3,3,7,20,10,18.0
GP,F,15.0,U,LE3,A,2,1,at_home,at_home,course,other,2,1,0,no,no,yes,yes,no,yes,yes,yes,3,4,1,2,1,2,45,13,16,2.0
GP,M,18.0,R,LE3,A,4,3,other,services,course,mother,2,2,0,yes,yes,no,yes,no,yes,yes,yes,1,2,1,2,5,4,23,20,17,19.0
MS,F,19.0,U,GT3,A,2,2,teacher,teacher,other,mother,4,1,1,yes,yes,yes,no,yes,no,no,yes,4,3,1,1,5,4,20,17,14,2.0
GP,F,21.0,R,LE3,T,3,2,at_home,teacher,other,mother,3,4,2,no,yes,yes,no,no,no,yes,yes,4,5,1,3,2,4,34,6,9,11.0
GP,F,18.0,U,GT3,A,2,3,services,health,home,other,2,3,0,yes,yes,yes,yes,no,no,no,no,5,5,2,1,2,1,84,13,6,2.0
GP,F,17.0,R,LE3,T,0,2,other,health,other,other,4,4,2,no,no,no,yes,no,yes,no,yes,5,4,4,4,3,3,31,2,19,5.0
GP,M,18.0,U,LE3,A,4,3,services,other,other,mother,4,4,3,yes,no,no,yes,yes,yes,yes,no,2,4,2,2,2,3,6,15,19,1.0
GP,M,20.0,R,GT3,T,2,3,teacher,services,other,mother,1,2,1,yes,no,no,yes,no,yes,no,no,2,4,3,5,3,5,1,15,11,1.0
MS,F,18.0,U,GT3,A,0,0,other,teacher,other,other,3,1,0,no,no,yes,yes,yes,yes,no,no,5,3,3,5,1,4,81,6,19,16.0
GP,F,17.0,R,GT3,A,0,0,services,other,other,other,2,2,1,yes,no,yes,no,yes,no,yes,yes,3,1,3,4,1,4,74,16,4,3.0
GP,M,21.0,U,LE3,T,2,0,services,health,reputation,other,2,1,0,no,yes,no,no,yes,no,yes,yes,4,4,4,1,5,3,54,2,10,20.0
MS,M,15.0,U,GT3,A,1,2,health,services,home,other,1,3,1,yes,yes,yes,yes,no,yes,yes,no,4,3,1,5,3,3,84,14,10,7.0
MS,F,16.0,U,GT3,A,1,2,teacher,at_home,other,mother,4,3,0,yes,no,no,no,yes,yes,no,no,2,2,3,5,1,5,40,6,8,10.0
GP,M,16.0,U,GT3,T,4,0,health,health,home,father,1,2,0,yes,yes,no,yes,yes,no,no,no,1,2,2,1,3,5,66,8,1,9.0
GP,M,18.0,R,GT3,T,0,2,at_home,teacher,reputation,father,2,3,0,no,no,no,yes,yes,yes,yes,no,2,4,3,4,2,1,13,11,9,18.0
MS,M,17.0,R,GT3,A,1,1,other,at_home,home,mother,3,1,0,yes,yes,yes,no,yes,yes,no,yes,5,2,4,3,1,4,82,11,4,8.0
MS,M,18.0,U,LE3,T,2,2,at_home,services,course,mother,2,3,1,yes,no,yes,no,no,no,yes,yes,5,5,1,2,2,5,70,14,11,1.0
GP,F,18.0,R,GT3,A,3,2,other,teacher,home,other,4,1,0,yes,no,no,yes,no,yes,no,no,1,1,5,1,2,4,11,20,19,12.0
GP,F,19.0,R,GT3,T,2,3,other,services,home,other,2,2,0,yes,no,no,no,yes,yes,yes,yes,2,5,3,2,4,3,0,8,13,4.0
GP,F,17.0,U,LE3,T,2,1,health,services,reputation,other,4,1,2,yes,yes,no,no,no,no,yes,no,4,4,3,5,4,2,65,7,6,6.0
MS,F,20.0,R,LE3,T,4,1,other,other,course,other,3,4,1,yes,yes,no,no,yes,yes,no,no,5,4,4,1,4,4,2,18,20,6.0
MS,F,18.0,U,LE3,A,3,1,teacher,teacher,home,other,2,2,0,yes,no,yes,yes,no,yes,no,yes,1,3,2,4,5,3,3,20,18,16.0
GP,M,21.0,U,LE3,T,1,4,teacher,at_home,home,mother,4,2,3,no,no,yes,no,no,no,yes,yes,4,1,1,1,1,2,40,0,19,0.0
GP,F,21.0,U,GT3,T,3,3,health,teacher,course,mother,2,1,0,no,no,no,no,no,yes,no,no,1,3,3,2,4,1,87,17,6,1.0
GP,F,20.0,R,LE3,A,2,2,services,teacher,other,father,3,3,0,no,yes,no,yes,yes,no,no,yes,5,5,4,4,5,3,67,8,8,19.0
MS,F,18.0,U,GT3,T,3,0,services,teacher,other,father,3,1,1,yes,no,no,no,no,no,no,no,4,2,2,1,1,3,40,5,1,5.0
GP,M,21.0,R,LE3,T,1,0,other,services,reputation,father,4,3,0,no,no,yes,yes,yes,no,yes,no,1,5,3,2,1,1,36,6,2,17.0
GP,F,21.0,R,GT3,A,3,4,at_home,teacher,home,mother,4,1,0,yes,no,no,no,no,no,no,no,1,5,4,4,3,4,44,0,20,4.0
GP,F,20.0,R,GT3,T,2,3,health,other,home,father,4,1,1,yes,no,yes,yes,no,yes,no,no,1,4,5,1,3,5,91,1,0,10.0
GP,F,18.0,U,GT3,A,1,0,other,other,other,father,2,4,2,yes,no,yes,no,no,no,no,yes,4,5,5,1,5,5,72,5,18,19.0
MS,F,22.0,U,GT3,T,0,1,other,teacher,reputation,other,4,1,0,yes,yes,yes,yes,yes,yes,yes,no,5,5,1,2,3,1,50,3,16,2.0
GP,F,18.0,R,LE3,A,0,0,at_home,health,reputation,other,1,4,0,no,yes,yes,no,no,yes,yes,no,3,5,4,2,5,4,40,18,14,4.0
GP,M,20.0,U,GT3,T,4,0,health,at_home,course,other,1,4,1,yes,yes,no,no,yes,yes,yes,yes,2,4,3,5,3,2,34,15,16,18.0
MS,M,22.0,U,GT3,A,1,4,health,other,other,mother,4,2,1,no,no,yes,no,no,yes,no,no,1,3,1,1,3,2,64,19,15,10.0
GP,F,22.0,U,LE3,A,3,0,services,teacher,reputation,other,3,2,0,yes,no,yes,no,yes,no,no,no,3,5,4,1,4,1,19,4,19,8.0
MS,F,20.0,R,GT3,T,1,3,services,at_home,other,father,4,1,3,no,yes,no,yes,yes,yes,yes,no,5,3,2,4,1,5,86,8,20,8.0
MS,F,19.0,R,LE3,T,0,3,other,teacher,reputation,father,2,1,1,no,no,yes,yes,no,no,yes,no,4,5,2,4,1,4,35,10,17,3.0
GP,M,18.0,R,GT3,A,4,4,services,services,course,father,4,1,3,yes,no,yes,no,no,no,no,no,3,5,3,5,1,2,62,19,14,10.0
GP,F,15.0,U,LE3,T,3,3,teacher,at_home,other,father,2,4,1,yes,no,yes,yes,yes,yes,yes,no,1,5,4,5,1,5,28,9,20,0.0
MS,M,16.0,R,GT3,T,1,0,health,other,course,other,4,1,1,yes,yes,no,yes,yes,no,yes,yes,5,3,2,4,3,3,34,9,8,10.0
MS,F,21.0,R,GT3,A,0,1,other,other,course,mother,4,3,3,yes,yes,no,no,no,no,yes,yes,4,2,2,3,3,5,39,4,18,11.0
MS,F,15.0,R,GT3,T,3,4,at_home,at_home,reputation,father,4,1,3,no,no,yes,no,yes,yes,no,no,2,5,4,5,5,2,64,5,13,12.0
GP,M,16.0,R,LE3,A,1,2,at_home,health,reputation,other,1,2,1,yes,yes,no,no,no,yes,yes,no,2,4,5,1,5,2,60,10,8,12.0
GP,M,22.0,U,LE3,T,1,4,at_home,services,other,other,4,1,3,no,no,no,no,no,yes,no,yes,4,1,4,2,3,1,5,1,13,9.0
MS,M,20.0,R,LE3,A,0,3,services,health,other,other,4,2,1,yes,yes,yes,yes,no,no,no,no,5,2,5,5,5,4,38,1,19,9.0
GP,F,22.0,R,LE3,T,0,0,teacher,services,home,mother,3,4,0,no,no,yes,no,no,yes,no,yes,2,4,5,4,2,2,62,16,7,11.0
GP,F,20.0,U,LE3,A,2,1,at_home,other,home,father,1,2,1,yes,yes,no,no,no,yes,yes,no,4,2,1,4,2,1,27,0,16,19.0
GP,F,18.0,R,GT3,T,3,3,at_home,other,home,father,3,3,1,yes,no,no,yes,yes,yes,no,yes,2,5,2,4,1,3,53,20,16,14.0
GP,F,21.0,U,LE3,A,4,0,teacher,teacher,home,mother,1,4,0,yes,no,no,no,no,no,no,yes,4,3,1,2,3,3,9,19,19,17.0
GP,M,17.0,R,GT3,A,0,1,teacher,other,course,father,1,1,1,yes,yes,no,no,no,yes,yes,yes,2,1,4,3,1,1,5,11,9,12.0
MS,M,19.0,R,LE3,A,3,1,other,health,home,other,4,1,3,yes,no,no,yes,no,no,no,no,5,5,3,4,1,4,80,15,2,0.0
GP,F,16.0,U,GT3,T,3,0,services,health,reputation,mother,4,4,0,yes,no,no,yes,no,yes,yes,yes,4,4,3,1,4,4,52,19,0,16.0
GP,F,18.0,U,LE3,A,4,1,other,other,course,father,4,4,0,yes,no,no,yes,no,yes,no,no,4,5,1,2,2,4,21,13,16,4.0
MS,F,19.0,R,LE3,A,2,3,teacher,health,home,father,4,3,2,yes,yes,yes,no,no,no,yes,yes,1,3,4,4,3,4,80,14,17,17.0
GP,F,22.0,U,GT3,A,2,1,at_home,at_home,reputation,father,2,2,1,yes,yes,yes,yes,no,yes,yes,no,3,1,3,2,5,4,56,19,19,3.0
GP,M,15.0,R,LE3,T,4,2,other,health,other,father,4,1,1,no,yes,no,no,yes,yes,yes,yes,1,5,1,2,4,4,22,18,16,8.0
MS,M,20.0,R,GT3,A,2,4,at_home,teacher,course,father,4,4,3,no,yes,no,yes,no,yes,no,no,3,2,5,3,5,1,90,0,10,17.0
GP,M,16.0,U,LE3,A,1,0,at_home,other,other,father,2,3,3,yes,no,no,yes,no,no,yes,no,4,3,1,4,1,2,53,11,0,1.0
MS,M,22.0,U,LE3,T,0,3,other,teacher,course,other,2,1,1,no,yes,yes,yes,no,no,yes,yes,2,4,2,1,4,2,38,15,5,9.0
GP,F,19.0,U,LE3,T,2,0,at_home,other,other,father,1,3,1,no,no,no,no,yes,yes,yes,no,2,1,3,4,4,4,8,7,8,17.0
MS,F,16.0,U,LE3,T,2,3,teacher,other,home,father,3,1,2,no,no,no,yes,no,no,no,yes,1,5,2,2,2,3,53,9,18,19.0
MS,F,15.0,U,LE3,A,0,2,other,services,reputation,mother,2,1,2,no,no,no,no,no,yes,no,no,3,3,4,3,5,1,33,8,1,4.0
MS,M,18.0,U,GT3,A,3,4,services,other,reputation,other,2,2,2,yes,yes,no,no,yes,no,no,yes,2,2,5,5,5,3,91,10,16,14.0
MS,F,22.0,R,GT3,T,2,2,at_home,other,course,mother,3,3,1,yes,no,no,no,no,yes,no,yes,4,1,2,1,4,2,83,7,0,11.0
MS,M,16.0,U,GT3,T,1,1,teacher,other,reputation,other,3,4,3,no,no,yes,no,yes,yes,no,no,1,4,4,3,3,2,2,15,19,13.0
GP,F,22.0,R,GT3,T,0,3,other,teacher,reputation,mother,1,2,1,yes,no,yes,yes,yes,no,yes,yes,4,4,5,4,4,2,71,14,0,14.0
MS,F,17.0,R,LE3,A,3,3,other,services,home,other,2,2,2,yes,yes,yes,yes,no,yes,no,yes,2,1,3,2,2,3,58,6,0,12.0
GP,M,19.0,U,GT3,A,1,0,teacher,health,reputation,other,1,4,2,no,no,yes,yes,yes,no,no,yes,3,3,3,3,3,3,27,10,17,6.0
MS,M,16.0,U,GT3,T,3,3,at_home,teacher,course,father,1,3,2,no,yes,no,no,no,no,no,yes,5,3,5,2,2,1,66,9,11,14.0
GP,M,19.0,R,GT3,T,1,4,health,other,other,other,1,1,2,no,yes,no,no,yes,no,no,no,3,4,5,4,4,1,54,18,15,8.0
GP,M,20.0,R,GT3,A,0,4,health,other,course,mother,1,2,1,no,no,no,no,no,yes,no,no,1,5,2,3,3,2,33,9,10,9.0
GP,M,22.0,U,LE3,T,1,3,teacher,at_home,course,father,4,2,1,no,yes,yes,yes,yes,yes,no,no,5,2,2,5,5,2,45,0,10,4.0
MS,M,18.0,R,LE3,A,2,2,services,teacher,other,mother,4,2,1,no,no,yes,no,yes,no,no,yes,1,2,2,3,1,1,33,3,1,8.0
GP,M,22.0,U,GT3,T,2,2,at_home,services,course,mother,3,3,0,yes,yes,no,no,yes,no,yes,no,4,3,1,4,1,4,34,8,8,18.0
MS,F,16.0,R,GT3,T,2,1,health,health,other,father,1,3,2,no,yes,no,no,no,no,no,yes,3,5,3,2,2,4,71,8,18,2.0
MS,M,20.0,U,GT3,A,1,2,services,services,reputation,father,4,1,2,yes,no,yes,no,no,yes,yes,no,3,4,3,4,3,3,32,8,9,15.0
GP,F,22.0,U,GT3,T,4,3,services,services,reputation,mother,2,3,3,yes,no,yes,no,no,no,no,yes,4,2,4,1,3,2,51,20,7,16.0
GP,M,17.0,R,GT3,T,3,2,health,at_home,other,father,4,2,3,yes,yes,no,no,yes,yes,yes,no,4,1,3,3,2,5,87,10,8,5.0
MS,M,16.0,U,LE3,T,4,1,health,other,home,father,3,3,3,no,no,yes,yes,no,yes,yes,yes,4,4,1,2,5,1,2,15,6,10.0
GP,M,20.0,R,LE3,T,4,2,teacher,teacher,other,father,4,2,0,yes,no,no,no,yes,no,yes,no,1,2,2,5,2,2,9,12,10,12.0
MS,M,16.0,U,LE3,T,1,3,health,health,course,mother,2,3,3,yes,no,no,no,yes,yes,no,no,5,4,2,1,1,5,86,9,11,6.0
GP,M,20.0,U,GT3,A,3,1,health,teacher,other,mother,3,3,1,no,yes,no,no,no,yes,yes,yes,4,5,5,1,1,2,10,20,3,19.0
MS,F,18.0,U,GT3,A,0,2,services,other,reputation,father,1,4,2,yes,no,no,yes,yes,yes,no,yes,4,2,5,4,2,1,67,11,15,12.0
MS,F,22.0,R,LE3,T,0,0,other,health,other,father,3,2,0,yes,no,no,yes,yes,yes,no,no,3,4,3,4,4,4,40,16,14,7.0
MS,F,21.0,U,GT3,T,2,2,teacher,teacher,other,father,1,4,0,yes,yes,yes,yes,no,no,no,yes,3,3,4,3,2,5,92,2,9,6.0
GP,M,18.0,U,LE3,A,3,2,health,teacher,home,father,4,2,0,yes,no,yes,no,yes,yes,yes,no,3,3,3,5,2,1,29,14,14,1.0
GP,M,17.0,U,LE3,T,0,0,at_home,services,reputation,father,4,2,2,yes,yes,no,yes,no,yes,no,no,2,4,3,3,4,2,52,18,20,8.0
MS,F,15.0,R,GT3,A,3,3,teacher,services,course,father,3,1,0,no,yes,no,yes,yes,no,yes,no,2,4,4,2,2,5,44,15,2,6.0
MS,M,15.0,U,LE3,A,4,4,services,at_home,reputation,mother,2,4,3,no,no,yes,no,yes,yes,no,yes,4,2,1,1,2,3,15,10,13,1.0
GP,F,19.0,U,GT3,A,0,3,other,health,home,father,3,3,0,no,no,yes,no,yes,no,no,yes,5,4,5,1,4,2,11,9,0,14.0
GP,M,21.0,U,GT3,A,2,1,at_home,services,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,yes,2,3,4,2,2,3,33,14,15,6.0
MS,M,17.0,U,LE3,A,3,0,at_home,health,other,mother,3,1,0,no,no,yes,no,no,yes,yes,no,1,1,3,2,4,3,30,2,20,13.0
MS,F,16.0,U,GT3,T,4,0,health,at_home,course,father,1,3,3,yes,yes,yes,yes,yes,yes,no,no,2,1,4,4,5,1,72,13,3,0.0
MS,M,16.0,R,LE3,T,2,3,health,at_home,home,father,2,3,2,no,yes,yes,no,no,yes,no,yes,2,5,2,4,5,2,1,11,19,2.0
GP,F,17.0,U,GT3,T,1,2,at_home,other,course,father,4,3,1,no,yes,no,no,no,yes,yes,no,4,1,4,5,4,3,18,8,20,13.0
GP,M,21.0,R,GT3,A,4,1,services,teacher,reputation,mother,2,2,1,no,yes,no,yes,no,yes,no,yes,1,5,1,1,4,3,57,2,2,1.0
GP,M,19.0,R,GT3,A,3,4,other,services,course,other,2,1,0,yes,no,no,no,yes,no,no,no,4,3,5,2,4,2,74,6,9,9.0
MS,F,18.0,U,GT3,T,2,2,at_home,services,course,mother,4,3,2,no,no,yes,yes,no,no,no,no,5,5,5,4,4,4,49,9,11,10.0
GP,F,16.0,U,LE3,T,1,2,teacher,services,reputation,father,1,1,3,no,no,yes,yes,no,yes,yes,no,3,1,5,5,3,4,90,8,8,12.0
GP,M,21.0,R,LE3,A,1,0,health,services,home,father,2,1,2,yes,no,no,yes,yes,yes,yes,no,5,5,2,4,4,1,86,12,19,20.0
GP,F,15.0,R,LE3,A,3,4,at_home,teacher,other,other,3,1,1,yes,yes,yes,yes,yes,no,yes,yes,1,4,4,1,5,2,76,0,2,11.0
GP,F,16.0,R,LE3,T,3,0,other,at_home,course,other,2,3,1,yes,yes,yes,no,yes,yes,no,yes,1,4,1,4,5,5,71,16,6,4.0
